slug,title,level,requirements_detected,pdf,md,raw_txt,error
campamento-1,campamento 1,1,15,/Users/abner/Downloads/S3/honors_pdf/campamento_1.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/campamento-1.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/campamento-1.txt,
campamento-2,campamento 2,1,15,/Users/abner/Downloads/S3/honors_pdf/campamento_2.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/campamento-2.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/campamento-2.txt,
campamento-3,campamento 3,2,14,/Users/abner/Downloads/S3/honors_pdf/campamento_3.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/campamento-3.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/campamento-3.txt,
campamento-4,campamento 4,2,13,/Users/abner/Downloads/S3/honors_pdf/campamento_4.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/campamento-4.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/campamento-4.txt,
campamento-en-invierno,campamento en invierno,2,11,/Users/abner/Downloads/S3/honors_pdf/campamento_en_invierno.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/campamento-en-invierno.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/campamento-en-invierno.txt,
camuflaje-animal,camuflaje animal,1,5,/Users/abner/Downloads/S3/honors_pdf/camuflaje_animal.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/camuflaje-animal.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/camuflaje-animal.txt,
camuflaje-animal-avanzado,camuflaje animal avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/camuflaje_animal_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/camuflaje-animal-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/camuflaje-animal-avanzado.txt,
canotaje,canotaje,1,9,/Users/abner/Downloads/S3/honors_pdf/canotaje.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/canotaje.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/canotaje.txt,
canotaje-avanzado,canotaje avanzado,2,14,/Users/abner/Downloads/S3/honors_pdf/canotaje_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/canotaje-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/canotaje-avanzado.txt,
carpinteria,carpinteria,2,5,/Users/abner/Downloads/S3/honors_pdf/carpinteria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/carpinteria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/carpinteria.txt,
carritos-de-rueditas,carritos de rueditas,1,9,/Users/abner/Downloads/S3/honors_pdf/carritos_de_rueditas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/carritos-de-rueditas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/carritos-de-rueditas.txt,
carrozas-de-desfile,carrozas de desfile,2,6,/Users/abner/Downloads/S3/honors_pdf/carrozas_de_desfile.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/carrozas-de-desfile.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/carrozas-de-desfile.txt,
carrozas-de-desfile-avanzado,carrozas de desfile avanzado,3,5,/Users/abner/Downloads/S3/honors_pdf/carrozas_de_desfile_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/carrozas-de-desfile-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/carrozas-de-desfile-avanzado.txt,
cataratas,cataratas,3,4,/Users/abner/Downloads/S3/honors_pdf/cataratas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cataratas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cataratas.txt,
ceramica,ceramica,2,7,/Users/abner/Downloads/S3/honors_pdf/ceramica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ceramica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ceramica.txt,
cerebro-y-conducta,cerebro y conducta,2,12,/Users/abner/Downloads/S3/honors_pdf/cerebro_y_conducta.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cerebro-y-conducta.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cerebro-y-conducta.txt,
ceremonias,ceremonias,2,12,/Users/abner/Downloads/S3/honors_pdf/ceremonias.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ceremonias.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ceremonias.txt,
cesteria,cesteria,2,11,/Users/abner/Downloads/S3/honors_pdf/cesteria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cesteria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cesteria.txt,
cetceos,cetceos,2,8,/Users/abner/Downloads/S3/honors_pdf/cetceos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cetceos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cetceos.txt,
chocolate,chocolate,1,9,/Users/abner/Downloads/S3/honors_pdf/chocolate.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/chocolate.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/chocolate.txt,
ciclismo,ciclismo,1,15,/Users/abner/Downloads/S3/honors_pdf/ciclismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ciclismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ciclismo.txt,
ciclismo-avanzado,ciclismo avanzado,2,13,/Users/abner/Downloads/S3/honors_pdf/ciclismo_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ciclismo-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ciclismo-avanzado.txt,
ciclismo-en-montaa,ciclismo en monta§a,2,11,/Users/abner/Downloads/S3/honors_pdf/ciclismo_en_monta§a.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ciclismo-en-montaa.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ciclismo-en-montaa.txt,
ciencia-de-agua,ciencia de agua,1,14,/Users/abner/Downloads/S3/honors_pdf/ciencia_de_agua.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ciencia-de-agua.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ciencia-de-agua.txt,
ciencia-de-agua-avanzado,ciencia de agua avanzado,2,9,/Users/abner/Downloads/S3/honors_pdf/ciencia_de_agua_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ciencia-de-agua-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ciencia-de-agua-avanzado.txt,
ciencia-del-clima,ciencia del clima,2,13,/Users/abner/Downloads/S3/honors_pdf/ciencia_del_clima.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ciencia-del-clima.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ciencia-del-clima.txt,
ciencia-del-clima-avanzado,ciencia del clima avanzado,3,8,/Users/abner/Downloads/S3/honors_pdf/ciencia_del_clima_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ciencia-del-clima-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ciencia-del-clima-avanzado.txt,
cinta-americana,cinta americana,1,10,/Users/abner/Downloads/S3/honors_pdf/cinta_americana.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cinta-americana.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cinta-americana.txt,
citologa,citologa,2,12,/Users/abner/Downloads/S3/honors_pdf/citologa.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/citologa.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/citologa.txt,
civismo-cristiano,civismo cristiano,1,13,/Users/abner/Downloads/S3/honors_pdf/civismo_cristiano.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/civismo-cristiano.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/civismo-cristiano.txt,
clavado-en-trampolin,clavado en trampolin,2,4,/Users/abner/Downloads/S3/honors_pdf/clavado_en_trampolin.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/clavado-en-trampolin.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/clavado-en-trampolin.txt,
climatologa,climatologa,1,12,/Users/abner/Downloads/S3/honors_pdf/climatologa.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/climatologa.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/climatologa.txt,
climatologa-avanzado,climatologa avanzado,2,10,/Users/abner/Downloads/S3/honors_pdf/climatologa_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/climatologa-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/climatologa-avanzado.txt,
cocinando-en-olla-holandesa,cocinando en olla holandesa,2,18,/Users/abner/Downloads/S3/honors_pdf/cocinando_en_olla_holandesa.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cocinando-en-olla-holandesa.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cocinando-en-olla-holandesa.txt,
cocinando-pizzas,cocinando pizzas,1,9,/Users/abner/Downloads/S3/honors_pdf/cocinando_pizzas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cocinando-pizzas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cocinando-pizzas.txt,
codigo-morse,codigo morse,2,6,/Users/abner/Downloads/S3/honors_pdf/codigo_morse.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/codigo-morse.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/codigo-morse.txt,
codigo-semaforo,codigo semaforo,2,6,/Users/abner/Downloads/S3/honors_pdf/codigo_semaforo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/codigo-semaforo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/codigo-semaforo.txt,
cohetemodelismo,cohetemodelismo,1,6,/Users/abner/Downloads/S3/honors_pdf/cohetemodelismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cohetemodelismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cohetemodelismo.txt,
cohetemodelismo-avanzado,cohetemodelismo avanzado,2,7,/Users/abner/Downloads/S3/honors_pdf/cohetemodelismo_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cohetemodelismo-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cohetemodelismo-avanzado.txt,
coleccionista,coleccionista,1,8,/Users/abner/Downloads/S3/honors_pdf/coleccionista.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/coleccionista.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/coleccionista.txt,
colombofilia,colombofilia,2,6,/Users/abner/Downloads/S3/honors_pdf/colombofilia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/colombofilia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/colombofilia.txt,
colportaje,colportaje,1,7,/Users/abner/Downloads/S3/honors_pdf/colportaje.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/colportaje.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/colportaje.txt,
combustibles-alternativos,combustibles alternativos,2,11,/Users/abner/Downloads/S3/honors_pdf/combustibles_alternativos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/combustibles-alternativos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/combustibles-alternativos.txt,
combustibles-alternativos-avanzado,combustibles alternativos avanzado,2,9,/Users/abner/Downloads/S3/honors_pdf/combustibles_alternativos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/combustibles-alternativos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/combustibles-alternativos-avanzado.txt,
cometas,cometas,1,10,/Users/abner/Downloads/S3/honors_pdf/cometas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/cometas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/cometas.txt,
computacion-i,computacion i,1,6,/Users/abner/Downloads/S3/honors_pdf/computacion_i.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/computacion-i.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/computacion-i.txt,
computacion-ii,computacion ii,2,6,/Users/abner/Downloads/S3/honors_pdf/computacion_ii.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/computacion-ii.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/computacion-ii.txt,
computacion-iii,computacion iii,3,10,/Users/abner/Downloads/S3/honors_pdf/computacion_iii.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/computacion-iii.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/computacion-iii.txt,
computacion-iv,computacion iv,3,11,/Users/abner/Downloads/S3/honors_pdf/computacion_iv.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/computacion-iv.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/computacion-iv.txt,
computacion-v,computacion v,3,12,/Users/abner/Downloads/S3/honors_pdf/computacion_v.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/computacion-v.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/computacion-v.txt,
computadoras,computadoras,1,10,/Users/abner/Downloads/S3/honors_pdf/computadoras.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/computadoras.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/computadoras.txt,
computadoras-avanzado,computadoras avanzado,2,5,/Users/abner/Downloads/S3/honors_pdf/computadoras_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/computadoras-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/computadoras-avanzado.txt,
comunicaciones-i,comunicaciones i,2,1,/Users/abner/Downloads/S3/honors_pdf/comunicaciones_i.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/comunicaciones-i.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/comunicaciones-i.txt,
comunicaciones-ii,comunicaciones ii,3,1,/Users/abner/Downloads/S3/honors_pdf/comunicaciones_ii.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/comunicaciones-ii.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/comunicaciones-ii.txt,
conservacion-ambiental1,conservacion ambiental1,2,11,/Users/abner/Downloads/S3/honors_pdf/conservacion_ambiental1.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/conservacion-ambiental1.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/conservacion-ambiental1.txt,
